,loss,conv,fa,cl,asp,ad,dataset,acc lp,best_values
61,LINE,SAGE,0.9,0.2,4,2,0.50.90.242,0.5124282982791587,"{'hidden_layer': 256, 'out_layer': 128, 'dropout': 0.5, 'size of network, number of convs': 3, 'lr': 0.006107805248811365, 'num_negative_samples': 6, 'lmbda': 0.9234288023651906}"
62,LINE,SAGE,0.9,0.2,4,5,0.50.90.245,0.6805993690851735,"{'hidden_layer': 128, 'out_layer': 64, 'dropout': 0.5, 'size of network, number of convs': 3, 'lr': 0.008819400927442236, 'num_negative_samples': 6, 'lmbda': 0.6541526321348212}"
63,LINE,SAGE,0.9,0.5,2,5,0.50.90.525,0.881688018085908,"{'hidden_layer': 128, 'out_layer': 128, 'dropout': 0.1, 'size of network, number of convs': 3, 'lr': 0.00801296662292732, 'num_negative_samples': 1, 'lmbda': 0.3547296681506564}"
64,LINE,SAGE,0.9,0.5,2,20,0.50.90.5220,1.0,"{'hidden_layer': 128, 'out_layer': 128, 'dropout': 0.2, 'size of network, number of convs': 3, 'lr': 0.008563799322896063, 'num_negative_samples': 21, 'lmbda': 0.8446764798386444}"
65,LINE,SAGE,0.9,0.5,2,40,0.50.90.5240,0.6706857573474001,"{'hidden_layer': 128, 'out_layer': 64, 'dropout': 0.4, 'size of network, number of convs': 3, 'lr': 0.009562338993966978, 'num_negative_samples': 1, 'lmbda': 0.9422336214210406}"
66,LINE,SAGE,0.9,0.5,3,5,0.50.90.535,0.9706103993971364,"{'hidden_layer': 128, 'out_layer': 64, 'dropout': 0.30000000000000004, 'size of network, number of convs': 3, 'lr': 0.009350118924777615, 'num_negative_samples': 6, 'lmbda': 0.06402797694944734}"
67,LINE,SAGE,0.9,0.5,3,20,0.50.90.5320,0.9939713639788997,"{'hidden_layer': 128, 'out_layer': 128, 'dropout': 0.2, 'size of network, number of convs': 3, 'lr': 0.007604623431798529, 'num_negative_samples': 1, 'lmbda': 0.2797355626833517}"
68,LINE,SAGE,0.9,0.5,4,5,0.50.90.545,0.9464958553127355,"{'hidden_layer': 128, 'out_layer': 128, 'dropout': 0.2, 'size of network, number of convs': 3, 'lr': 0.006869491264478769, 'num_negative_samples': 11, 'lmbda': 0.48336745506943907}"
69,LINE,GAT,0.1,0.01,2,5,0.50.10.0125,0.8206388206388207,"{'hidden_layer': 256, 'out_layer': 64, 'dropout': 0.2, 'size of network, number of convs': 3, 'lr': 0.005736569363805864, 'num_negative_samples': 21, 'lmbda': 0.23030746441155794}"
70,LINE,GAT,0.1,0.01,2,20,0.50.10.01220,0.6839729119638827,"{'hidden_layer': 128, 'out_layer': 32, 'dropout': 0.2, 'size of network, number of convs': 3, 'lr': 0.00940672519884927, 'num_negative_samples': 21, 'lmbda': 0.483252823734317}"
71,LINE,GAT,0.1,0.01,2,40,0.50.10.01240,0.6863117870722434,"{'hidden_layer': 256, 'out_layer': 32, 'dropout': 0.30000000000000004, 'size of network, number of convs': 3, 'lr': 0.005710893675771848, 'num_negative_samples': 6, 'lmbda': 0.15239285219393447}"
72,LINE,GAT,0.1,0.01,3,2,0.50.10.0132,0.8249534450651769,"{'hidden_layer': 128, 'out_layer': 32, 'dropout': 0.1, 'size of network, number of convs': 3, 'lr': 0.009936022352380506, 'num_negative_samples': 11, 'lmbda': 0.4270029225424916}"
73,LINE,GAT,0.1,0.01,3,5,0.50.10.0135,0.8514492753623188,"{'hidden_layer': 128, 'out_layer': 64, 'dropout': 0.1, 'size of network, number of convs': 3, 'lr': 0.009334702804531324, 'num_negative_samples': 1, 'lmbda': 0.9891719165409101}"
74,LINE,GAT,0.1,0.01,3,20,0.50.10.01320,0.8637992831541219,"{'hidden_layer': 256, 'out_layer': 32, 'dropout': 0.30000000000000004, 'size of network, number of convs': 3, 'lr': 0.008071305546220375, 'num_negative_samples': 21, 'lmbda': 0.0465683153285189}"
75,LINE,GAT,0.1,0.01,4,2,0.50.10.0142,0.7186046511627907,"{'hidden_layer': 256, 'out_layer': 32, 'dropout': 0.2, 'size of network, number of convs': 3, 'lr': 0.0064982482813381705, 'num_negative_samples': 11, 'lmbda': 0.36509168639407286}"
76,LINE,GAT,0.1,0.01,4,5,0.50.10.0145,0.7176165803108808,"{'hidden_layer': 128, 'out_layer': 32, 'dropout': 0.2, 'size of network, number of convs': 3, 'lr': 0.009471200975334843, 'num_negative_samples': 21, 'lmbda': 0.017770436173037463}"
77,LINE,GAT,0.1,0.01,7,2,0.50.10.0172,0.7128514056224899,"{'hidden_layer': 256, 'out_layer': 32, 'dropout': 0.30000000000000004, 'size of network, number of convs': 3, 'lr': 0.0055752489764560285, 'num_negative_samples': 16, 'lmbda': 0.559630463139226}"
78,LINE,GAT,0.1,0.2,2,5,0.50.10.225,0.5951573849878935,"{'hidden_layer': 128, 'out_layer': 32, 'dropout': 0.0, 'size of network, number of convs': 3, 'lr': 0.0076072545931841346, 'num_negative_samples': 1, 'lmbda': 0.05705493878989647}"
79,LINE,GAT,0.1,0.2,2,20,0.50.10.2220,0.7207429322813939,"{'hidden_layer': 128, 'out_layer': 32, 'dropout': 0.0, 'size of network, number of convs': 3, 'lr': 0.007446925448990568, 'num_negative_samples': 21, 'lmbda': 0.614525894586295}"
80,LINE,GAT,0.1,0.2,2,40,0.50.10.2240,0.7186528497409327,"{'hidden_layer': 128, 'out_layer': 32, 'dropout': 0.0, 'size of network, number of convs': 3, 'lr': 0.006429932935637245, 'num_negative_samples': 1, 'lmbda': 0.4387784266581528}"
81,LINE,GAT,0.1,0.2,3,2,0.50.10.232,0.7174975562072337,"{'hidden_layer': 128, 'out_layer': 32, 'dropout': 0.30000000000000004, 'size of network, number of convs': 3, 'lr': 0.008790859613302284, 'num_negative_samples': 11, 'lmbda': 0.09598362354400791}"
82,LINE,GAT,0.1,0.2,3,5,0.50.10.235,0.5721679125934445,"{'hidden_layer': 128, 'out_layer': 32, 'dropout': 0.1, 'size of network, number of convs': 3, 'lr': 0.008584507272918216, 'num_negative_samples': 6, 'lmbda': 0.6804790735691467}"
83,LINE,GAT,0.1,0.2,3,20,0.50.10.2320,0.5958549222797928,"{'hidden_layer': 128, 'out_layer': 32, 'dropout': 0.2, 'size of network, number of convs': 3, 'lr': 0.007902246106203655, 'num_negative_samples': 11, 'lmbda': 0.4654418640306995}"
84,LINE,GAT,0.1,0.2,4,2,0.50.10.242,0.7940199335548173,"{'hidden_layer': 256, 'out_layer': 32, 'dropout': 0.4, 'size of network, number of convs': 3, 'lr': 0.005470023056820732, 'num_negative_samples': 6, 'lmbda': 0.8289840615582068}"
85,LINE,GAT,0.1,0.2,4,5,0.50.10.245,0.8189239332096475,"{'hidden_layer': 128, 'out_layer': 32, 'dropout': 0.1, 'size of network, number of convs': 3, 'lr': 0.007366923928014991, 'num_negative_samples': 11, 'lmbda': 0.2727032996648141}"
86,LINE,GAT,0.1,0.5,2,5,0.50.10.525,0.8925430210325048,"{'hidden_layer': 128, 'out_layer': 32, 'dropout': 0.2, 'size of network, number of convs': 3, 'lr': 0.007419682013592155, 'num_negative_samples': 21, 'lmbda': 0.9098536496585043}"
87,LINE,GAT,0.1,0.5,2,20,0.50.10.5220,0.675717017208413,"{'hidden_layer': 128, 'out_layer': 32, 'dropout': 0.2, 'size of network, number of convs': 3, 'lr': 0.008156208154338705, 'num_negative_samples': 11, 'lmbda': 0.1452203993462517}"
88,LINE,GAT,0.1,0.5,2,40,0.50.10.5240,0.7170172084130019,"{'hidden_layer': 128, 'out_layer': 32, 'dropout': 0.30000000000000004, 'size of network, number of convs': 3, 'lr': 0.009116941841921364, 'num_negative_samples': 11, 'lmbda': 0.46464351191375125}"
89,LINE,GAT,0.1,0.5,3,5,0.50.10.535,0.6936902485659656,"{'hidden_layer': 128, 'out_layer': 32, 'dropout': 0.2, 'size of network, number of convs': 3, 'lr': 0.009435706250439347, 'num_negative_samples': 6, 'lmbda': 0.8595091059321854}"
90,LINE,GAT,0.1,0.5,3,20,0.50.10.5320,0.8118546845124283,"{'hidden_layer': 128, 'out_layer': 32, 'dropout': 0.30000000000000004, 'size of network, number of convs': 3, 'lr': 0.008772868649590652, 'num_negative_samples': 16, 'lmbda': 0.6181229784312692}"
91,LINE,GAT,0.1,0.5,4,5,0.50.10.545,0.6980735551663748,"{'hidden_layer': 128, 'out_layer': 32, 'dropout': 0.30000000000000004, 'size of network, number of convs': 3, 'lr': 0.008703276003623778, 'num_negative_samples': 11, 'lmbda': 0.5394416198996961}"
92,LINE,GAT,0.5,0.01,2,5,0.50.50.0125,0.6224256292906178,"{'hidden_layer': 256, 'out_layer': 32, 'dropout': 0.30000000000000004, 'size of network, number of convs': 3, 'lr': 0.005756340103781581, 'num_negative_samples': 6, 'lmbda': 0.2999713476014242}"
93,LINE,GAT,0.5,0.01,2,20,0.50.50.01220,0.9269662921348315,"{'hidden_layer': 256, 'out_layer': 32, 'dropout': 0.2, 'size of network, number of convs': 3, 'lr': 0.006330318632384729, 'num_negative_samples': 11, 'lmbda': 0.15899321097734176}"
94,LINE,GAT,0.5,0.01,2,40,0.50.50.01240,0.7795698924731183,"{'hidden_layer': 256, 'out_layer': 32, 'dropout': 0.30000000000000004, 'size of network, number of convs': 3, 'lr': 0.006067577693099915, 'num_negative_samples': 6, 'lmbda': 0.1026983472199493}"
95,LINE,GAT,0.5,0.01,3,2,0.50.50.0132,0.755859375,"{'hidden_layer': 128, 'out_layer': 64, 'dropout': 0.1, 'size of network, number of convs': 3, 'lr': 0.009206205462205026, 'num_negative_samples': 6, 'lmbda': 0.3692948040918574}"
96,LINE,GAT,0.5,0.01,3,5,0.50.50.0135,0.7714808043875686,"{'hidden_layer': 128, 'out_layer': 32, 'dropout': 0.2, 'size of network, number of convs': 3, 'lr': 0.009631155290833584, 'num_negative_samples': 1, 'lmbda': 0.3913943114814914}"
97,LINE,GAT,0.5,0.01,3,20,0.50.50.01320,0.9888392857142857,"{'hidden_layer': 128, 'out_layer': 64, 'dropout': 0.1, 'size of network, number of convs': 3, 'lr': 0.009814025839055121, 'num_negative_samples': 16, 'lmbda': 0.49155094409713407}"
