,conv,dataset,train acc micro,test acc micro,train acc macro,test acc macro,label assortativity,feature assortativity,cluster coefficient,average shortest path,average degree
240,SAGE,0.50.10.2320,0.7532097004279601,0.2160804020100502,0.7532097004279601,0.2160804020100502,0.5,0.1,0.2,3,20
241,SAGE,0.50.10.242,0.9871611982881596,0.1708542713567839,0.9871611982881596,0.1708542713567839,0.5,0.1,0.2,4,2
242,SAGE,0.50.10.245,0.9600570613409416,0.1708542713567839,0.9600570613409416,0.1708542713567839,0.5,0.1,0.2,4,5
243,SAGE,0.50.10.525,0.8887303851640513,0.2060301507537688,0.8887303851640513,0.2060301507537688,0.5,0.1,0.5,2,5
244,SAGE,0.50.10.5220,1.0,0.1959798994974874,1.0,0.1959798994974874,0.5,0.1,0.5,2,20
245,SAGE,0.50.10.5240,0.8416547788873039,0.2010050251256281,0.8416547788873039,0.2010050251256281,0.5,0.1,0.5,2,40
246,SAGE,0.50.10.535,0.8730385164051355,0.2060301507537688,0.8730385164051355,0.2060301507537688,0.5,0.1,0.5,3,5
247,SAGE,0.50.10.5320,0.7902995720399429,0.2763819095477386,0.7902995720399429,0.2763819095477386,0.5,0.1,0.5,3,20
248,SAGE,0.50.10.545,0.6547788873038516,0.2211055276381909,0.6547788873038516,0.2211055276381909,0.5,0.1,0.5,4,5
249,SAGE,0.50.50.0125,0.6690442225392297,0.3165829145728643,0.6690442225392297,0.3165829145728643,0.5,0.5,0.01,2,5
250,SAGE,0.50.50.01220,0.9942938659058488,0.2763819095477386,0.9942938659058488,0.2763819095477386,0.5,0.5,0.01,2,20
251,SAGE,0.50.50.01240,0.7945791726105563,0.3065326633165829,0.7945791726105563,0.3065326633165829,0.5,0.5,0.01,2,40
252,SAGE,0.50.50.0132,0.4037089871611983,0.2160804020100502,0.4037089871611983,0.2160804020100502,0.5,0.5,0.01,3,2
253,SAGE,0.50.50.0135,0.9072753209700428,0.3015075376884422,0.9072753209700428,0.3015075376884422,0.5,0.5,0.01,3,5
254,SAGE,0.50.50.01320,0.3223965763195435,0.2412060301507537,0.3223965763195435,0.2412060301507537,0.5,0.5,0.01,3,20
255,SAGE,0.50.50.0142,0.7660485021398002,0.3517587939698492,0.7660485021398002,0.3517587939698492,0.5,0.5,0.01,4,2
256,SAGE,0.50.50.0145,0.4764621968616263,0.1256281407035175,0.4764621968616263,0.1256281407035175,0.5,0.5,0.01,4,5
257,SAGE,0.50.50.0172,1.0,0.4271356783919598,1.0,0.4271356783919598,0.5,0.5,0.01,7,2
258,SAGE,0.50.50.225,0.9914407988587732,0.7889447236180904,0.9914407988587732,0.7889447236180904,0.5,0.5,0.2,2,5
259,SAGE,0.50.50.2220,0.9957203994293866,1.0,0.9957203994293866,1.0,0.5,0.5,0.2,2,20
260,SAGE,0.50.50.2240,0.7346647646219686,0.7487437185929648,0.7346647646219686,0.7487437185929648,0.5,0.5,0.2,2,40
261,SAGE,0.50.50.232,0.543509272467903,0.3618090452261306,0.543509272467903,0.3618090452261306,0.5,0.5,0.2,3,2
262,SAGE,0.50.50.235,0.7945791726105563,0.3919597989949748,0.7945791726105563,0.3919597989949748,0.5,0.5,0.2,3,5
263,SAGE,0.50.50.2320,0.9971469329529244,0.7839195979899497,0.9971469329529244,0.7839195979899497,0.5,0.5,0.2,3,20
264,SAGE,0.50.50.242,0.7203994293865906,0.3618090452261306,0.7203994293865906,0.3618090452261306,0.5,0.5,0.2,4,2
265,SAGE,0.50.50.245,0.6390870185449358,0.3819095477386934,0.6390870185449358,0.3819095477386934,0.5,0.5,0.2,4,5
266,SAGE,0.50.50.525,0.9686162624821684,0.3919597989949748,0.9686162624821684,0.3919597989949748,0.5,0.5,0.5,2,5
