,loss,conv,dataset,train acc micro,test acc micro,train acc macro,test acc macro
0,LINE,GCN,dataset,0.6762,0.1558,0.7074,0.1451
1,HOPE_CN,GCN,dataset,0.8331,0.1156,0.8347,0.1233
2,LINE,GCN,0.10.90.2535,0.4265335235378032,0.2613065326633166,0.4256318637570854,0.2480427180509366
3,HOPE_CN,GCN,0.10.90.2535,0.38088445078459343,0.22613065326633167,0.38089305824762837,0.21355601054535067
